998	0.024201631546020508
5968	0.026803970336914062
10938	0.044481754302978516
15908	0.06366491317749023
20878	0.08401322364807129
25848	0.10352063179016113
30818	0.1209862232208252
35788	0.13979029655456543
40758	0.15969181060791016
45728	0.17543601989746094
50698	0.19614839553833008
55668	0.21383929252624512
60638	0.23855996131896973
65608	0.24993515014648438
70578	0.2697267532348633
75548	0.28537917137145996
80518	0.30768489837646484
85488	0.3227875232696533
90458	0.34246015548706055
95428	0.4140028953552246
100398	0.3802378177642822
105368	0.3980422019958496
110338	0.4170844554901123
115308	0.44127440452575684
120278	0.4546325206756592
125248	0.4761958122253418
130218	0.4906456470489502
135188	0.5147473812103271
140158	0.5325038433074951
145128	0.5493373870849609
150098	0.5758891105651855
155068	0.5862064361572266
160038	0.6139571666717529
165008	0.619077205657959
169978	0.6395540237426758
174948	0.6570134162902832
179918	0.6784181594848633
184888	0.6932520866394043
189858	0.713050127029419
194828	0.733208417892456
199798	0.7472758293151855
204768	0.8060085773468018
209738	0.7914958000183105
214708	0.8076202869415283
219678	0.8263590335845947
224648	0.8415558338165283
229618	0.8611907958984375
234588	0.887676477432251
239558	0.9062483310699463
244528	0.9211840629577637
249498	0.9841418266296387
