998	0.021246671676635742
5968	0.04102802276611328
10938	0.05925107002258301
15908	0.0787196159362793
20878	0.1018071174621582
25848	0.11986279487609863
30818	0.13715124130249023
35788	0.1559157371520996
40758	0.1749744415283203
45728	0.19095802307128906
50698	0.21862459182739258
55668	0.2283647060394287
60638	0.2679708003997803
65608	0.26699066162109375
70578	0.2858126163482666
75548	0.3020453453063965
80518	0.3228938579559326
85488	0.3408944606781006
90458	0.3568124771118164
95428	0.38045167922973633
100398	0.3956644535064697
105368	0.4147331714630127
110338	0.43415260314941406
115308	0.4555788040161133
120278	0.4691348075866699
125248	0.48966145515441895
130218	0.505650520324707
135188	0.5291941165924072
140158	0.5439262390136719
145128	0.562596321105957
150098	0.5975437164306641
155068	0.603553056716919
160038	0.6289503574371338
165008	0.6349458694458008
169978	0.6580252647399902
174948	0.6704854965209961
179918	0.6916241645812988
184888	0.7102963924407959
189858	0.7277731895446777
194828	0.7500162124633789
199798	0.767432689666748
204768	0.7897796630859375
209738	0.8074274063110352
214708	0.8235695362091064
219678	0.841144323348999
224648	0.8588979244232178
229618	0.888411283493042
234588	0.9018869400024414
239558	0.9159836769104004
244528	0.932445764541626
249498	0.9787428379058838
